file,section,section_title,anselm_text,vulgate_book,chapter,verse,vulgate_text,method,allusion_type,ngram_score,llm_confidence,llm_explanation,similarity,verified,judge_reasoning
Monologion,54,"QUOD TOTUS PROCEDAT A PATRE, TOTUS A FILIO, ET TAMEN NON SIT NISI",et simul pater et filius non duo sed unus spiritus,John,10,30,Ego et Pater unum sumus.,llm,thematic_echo,0,high,"Anselm’s claim that the Father and the Son are “not two but one spirit” echoes John 10:30 where Jesus says, “Ego et Pater unum sumus” (I and the Father are one). The language of unity is the same theological point, though Anselm does not quote the verse verbatim.",0.0395,True,
Monologion,55,QUOD NON SIT EORUM FILIUS.,parentis imaginem,Genesis,1,26,"et ait: Faciamus hominem ad imaginem et similitudinem nostram: et praesit piscibus maris, et volatilibus caeli, et bestiis, universaeque terrae, omnique reptili, quod movetur in terra.",llm,paraphrase,0,high,"Anselm’s phrase “parentis imaginem” echoes Genesis 1:26 where God creates man “ad imaginem et similitudinem nostra”, i.e., in the image of the parent (God).",0.0365,True,
Monologion,56,"QUOD SOLUS PATER SIT GENITOR ET INGENITUS, SOLUS FILIUS GENITUS,",solus ille cuius verbum est genitor et ingenitus,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Echoes John 1:1‑3 where the Logos (Verbum) is described as being with God, as God, and as uncreated (ingenitus). Anselm mirrors the language of “Verbum” and its divine origin.",0.0222,True,
Monologion,56,"QUOD SOLUS PATER SIT GENITOR ET INGENITUS, SOLUS FILIUS GENITUS,","solum autem verbum genitum, quia solum filius et proles est",John,3,16,"Sic enim Deus dilexit mundum, ut Filium suum unigenitum daret: ut omnis qui credit in eum, non pereat, sed habeat vitam aeternam.",llm,paraphrase,0,high,"Paraphrases John 3:16’s reference to the “only begotten Son” (unigenitus filius), contrasting the begotten Word with love, which Anselm says is neither begotten nor unbegotten.",0.05,True,
Monologion,57,"QUOD AMOR IDEM SIC SIT INCREATUS ET CREATOR SICUT PATER ET FILIUS,",Quod si dici potest: sicut uerbum summae essentiae filius est eius,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Anselm likens the Son to the ""Verbum"" (Word) of John 1:1‑3, where the Word is described as being with God and being God, i.e. the sum of divine essence.",0.0125,True,
Monologion,57,"QUOD AMOR IDEM SIC SIT INCREATUS ET CREATOR SICUT PATER ET FILIUS,",Quoniam autem idem amor singulus est summa essentia sicut pater et filius,1 John,4,8,"Qui non diligit, non novit Deum: quoniam Deus caritas est.",llm,thematic_echo,0,high,"Echoes the biblical affirmation ""Deus caritas est"" (God is love) found in 1 John 4:8, presenting love as the single, supreme essence shared by Father and Son.",0.0252,True,
Monologion,58,"QUOD, SICUT FILIUS EST ESSENTIA VEL SAPIENTIA PATRIS EO SENSU QUIA",filius est substantia et sapientia et uirtus patris,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,"Anselm’s claim that the Son shares the Father’s substance, wisdom and virtue echoes John 1:1 (“In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum”), which presents the Son (the Logos) as identical in essence with God.",0.0238,True,
Monologion,58,"QUOD, SICUT FILIUS EST ESSENTIA VEL SAPIENTIA PATRIS EO SENSU QUIA",Spiritus ... sit patris et fili,John,15,26,"Cum autem venerit Paraclitus, quem ego mittam vobis a Patre, Spiritum veritatis, qui a Patre procedit, ille testimonium perhibebit de me;",llm,thematic_echo,0,high,"Anselm’s statement that the Spirit belongs to the Father and the Son reflects John 15:26, where the Holy Spirit is sent by the Father and testifies concerning the Son.",0.0,True,
Monologion,58,"QUOD, SICUT FILIUS EST ESSENTIA VEL SAPIENTIA PATRIS EO SENSU QUIA",Spiritus ... sit patris et fili,John,14,26,"Paraclitus autem Spiritus Sanctus, quem mittet Pater in nomine meo, ille vos docebit omnia, et suggeret vobis omnia quaecumque dixero vobis.",llm,thematic_echo,0,high,"John 14:26 says the Holy Spirit proceeds from the Father and will teach the disciples, reinforcing Anselm’s idea that the Spirit is essentially linked to both the Father and the Son.",0.0588,True,
Monologion,58,"QUOD, SICUT FILIUS EST ESSENTIA VEL SAPIENTIA PATRIS EO SENSU QUIA",utriusque spiritus intelligi essentia uel sapientia uel uirtus patris et filii,John,14,9,"Dicit ei Jesus: Tanto tempore vobiscum sum, et non cognovistis me? Philippe, qui videt me, videt et Patrem. Quomodo tu dicis: Ostende nobis Patrem?",llm,thematic_echo,0,high,"John 14:9‑10 records Jesus saying, “Whoever has seen me has seen the Father,” indicating that the Son perfectly reveals the Father’s essence, a notion Anselm mirrors in describing the Spirit as sharing the Father’s and Son’s essence, wisdom and virtue.",0.0185,True,
Monologion,59,QUOD PATER ET FILIUS ET EORUM SPIRITUS PARITER SINT IN SE INUICEM.,in patre et filio et utriusque spiritu,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,thematic_echo,0,high,"Anselm’s tri‑adic formula mirrors the baptismal command “in the name of the Father and of the Son and of the Holy Spirit,” establishing the same three‑person unity of God.",0.0388,True,
Monologion,59,QUOD PATER ET FILIUS ET EORUM SPIRITUS PARITER SINT IN SE INUICEM.,Est totus pater in filio,John,14,9,"Dicit ei Jesus: Tanto tempore vobiscum sum, et non cognovistis me? Philippe, qui videt me, videt et Patrem. Quomodo tu dicis: Ostende nobis Patrem?",llm,thematic_echo,0,high,"The claim that the Father is wholly present in the Son echoes Jesus’ statement, “Whoever has seen me has seen the Father,” expressing the full identity of the Father in the Son.",0.0273,True,
Monologion,59,QUOD PATER ET FILIUS ET EORUM SPIRITUS PARITER SINT IN SE INUICEM.,et filius in patre,John,10,30,Ego et Pater unum sumus.,llm,thematic_echo,0,high,"Anselm’s assertion that the Son is in the Father reflects Jesus’ declaration, “I and the Father are one,” emphasizing mutual indwelling.",0.0208,True,
Monologion,60,QUOD NULLUS EORUM ALIO INDIGEAT AD MEMORANDUM UEL INTELLIGENDUM,"pater ... filius ... spiritus ... ut nec pater indigeat filio aut communi spiritu, nec filius patre ... siue idem spiritus patre aut filio",Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,thematic_echo,0,high,"The triadic formula of Father, Son and Holy Spirit mirrors the baptismal command “In nomine Patris et Filii et Spiritus Sancti” (Matt 28:19), expressing the same Trinitarian unity.",0.0303,True,
Monologion,60,QUOD NULLUS EORUM ALIO INDIGEAT AD MEMORANDUM UEL INTELLIGENDUM,singulus quisque essentialiter est ... summa essentia ... unusquisque ...,Deuteronomy,6,4,"Audi, Israel: Dominus Deus noster, Dominus unus est.",llm,thematic_echo,0,high,"The insistence that each person of the Trinity is “essentially one” reflects the Shema’s affirmation of the oneness of God: “Hear, O Israel: the LORD our God, the LORD is one” (Deut 6:4).",0.0106,True,
Monologion,61,QUOD TAMEN NON SINT TRES SED UNUS SEU PATER SEU FILIUS SIUE,"unus tantum est in summa essentia pater, unus filius, unus spiritus",Mattheus,28,19,,llm,thematic_echo,0,high,"Anselm’s formulation of a single essence containing one Father, one Son and one Spirit mirrors the Trinitarian baptismal formula “in the name of the Father, and of the Son, and of the Holy Spirit.”",0.0,False,
Monologion,62,QUOMODO EX HIS MULTI FILLI NASCI VIDEANTUR.,pater et filius et eorum spiritus,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,thematic_echo,0,high,Anselm’s phrase echoes the Trinitarian baptismal formula of Matthew 28:19 – “in nomine Patris et Filii et Spiritus Sancti” – although he does not quote it verbatim.,0.0329,True,
Monologion,63,QUOMODO NON SIT IBI NISI UNUS UNIUS.,pater et filius et eorum spiritus,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,thematic_echo,0,high,"Anselm’s explicit mention of Father, Son and their Spirit echoes the Trinitarian baptismal formula of Matthew 28:19.",0.0293,True,
Monologion,63,QUOMODO NON SIT IBI NISI UNUS UNIUS.,verbum … imago et filius eius cuius est verbum,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"The repeated use of “verbum” (Word) together with “imago” (image) and “filius” (Son) paraphrases John 1:1‑14, where the Word is identified with God, is the image of the Father, and becomes flesh.",0.0127,True,
Monologion,63,QUOMODO NON SIT IBI NISI UNUS UNIUS.,"unus pater, non plures patres",Deuteronomy,6,4,"Audi, Israel: Dominus Deus noster, Dominus unus est.",llm,thematic_echo,0,high,The insistence on the unity of the Father mirrors the Shema’s declaration of the oneness of God (Deut 6:4).,0.0084,True,
Monologion,63,QUOMODO NON SIT IBI NISI UNUS UNIUS.,imago … filius … verbum,Colossians,1,15,"qui est imago Dei invisibilis, primogenitus omnis creaturae:",llm,paraphrase,0,high,"The description of the Son as the “image” (imago) of the Father and as the Word (verbum) follows Colossians 1:15, which calls Christ “the image of the invisible God.”",0.0127,True,
Monologion,64,"QUOD HOC, LICET INEXPLICABILE SIT, TAMEN CREDENDUM SIT.",et generatur filius: Generationem eius quis enarrabit?,Isaiah,53,8,"De angustia, et de judicio sublatus est. Generationem ejus quis enarrabit? quia abscissus est de terra viventium: propter scelus populi mei percussi eum.",ngram,direct_quote,1,,,0.0473,True,
Monologion,64,"QUOD HOC, LICET INEXPLICABILE SIT, TAMEN CREDENDUM SIT.",et generatur filius: Generationem eius quis enarrabit?,Acts,8,33,In humilitate judicium ejus sublatum est. Generationem ejus quis enarrabit? quoniam tolletur de terra vita ejus.],ngram,direct_quote,1,,,0.0493,True,
Monologion,64,"QUOD HOC, LICET INEXPLICABILE SIT, TAMEN CREDENDUM SIT.","Quid autem tam incomprehensibile, tam ineffabile, quam id quod super omnia est?",Isaiah,55,8,"Non enim cogitationes meae cogitationes vestrae, neque viae vestrae viae meae, dicit Dominus.",llm,thematic_echo,0,high,"Anselm’s description of God as “incomprehensible, ineffable, above all things” echoes Isaiah 55:8‑9 where the Lord declares that His thoughts and ways are far beyond human understanding.",0.0141,True,
Monologion,64,"QUOD HOC, LICET INEXPLICABILE SIT, TAMEN CREDENDUM SIT.",Generationem eius quis enarrabit?,Ioannes,1,1,,llm,thematic_echo,0,high,"The rhetorical question about who can narrate God’s generation reflects John 1:1‑3, where the Logos is described as “the Word was in the beginning… all things were made through Him,” raising the mystery of divine generation.",0.0,False,
Monologion,64,"QUOD HOC, LICET INEXPLICABILE SIT, TAMEN CREDENDUM SIT.",nullatenus tamen certitudinis eorum nutat soliditas,Hebræi,11,1,,llm,thematic_echo,0,high,"The statement that the certainty of these truths “does not shake” corresponds to Hebrews 11:1, defining faith as “the substance of things hoped for, the proof of things not seen.”",0.0,False,
Monologion,65,QUOMODO DE INEFFABILI RE VERUM DISPUTATUM SIT.,de illa secundum patris et filii et procedentis habitudinem disputatum,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",ngram,direct_quote,1,,,0.0215,True,
Monologion,65,QUOMODO DE INEFFABILI RE VERUM DISPUTATUM SIT.,"summa essentia supra et extra omnem aliam naturam, ut si quando de illa dicitur aliquid uerbis, quae communia sunt aliis naturis, sensus nullatenus sit communis",Psalms,145,3,"in filiis hominum, in quibus non est salus.",llm,thematic_echo,0,high,"Anselm’s description of God’s essence as “above and beyond every other nature” echoes Psalm 145:3 (Vulgate: “Magnus Dominus, et laudabilis nimis, et magnitudinem eius non potest investigare”), which portrays God’s greatness as incomprehensible to human reason.",0.0132,True,
Monologion,65,QUOMODO DE INEFFABILI RE VERUM DISPUTATUM SIT.,ut cum uultum alicuius consideramus in speculo.,1 Corinthians,13,12,Videmus nunc per speculum in aenigmate: tunc autem facie ad faciem. Nunc cognosco ex parte: tunc autem cognoscam sicut et cognitus sum.,llm,thematic_echo,0,high,"Anselm’s image of seeing a face in a mirror reflects 1 Cor 13:12 (Vulgate: “Nunc autem per speculum in tenebris videmus, sed facie ad faciem”), a biblical metaphor for the limited nature of human knowledge.",0.034,True,
Monologion,66,QUOD PER RATIONALEM MENTEM MAXIME ACCEDATUR AD COGNOSCENDUM SUMMAM,Quidquid enim inter creata constat illi esse similius,Genesis,1,26,"et ait: Faciamus hominem ad imaginem et similitudinem nostram: et praesit piscibus maris, et volatilibus caeli, et bestiis, universaeque terrae, omnique reptili, quod movetur in terra.",llm,thematic_echo,0,high,"Anselm’s claim that whatever exists among created things is more similar to the Creator echoes Genesis 1:26‑27, where humanity is said to be made in the image and likeness of God.",0.0357,True,
Monologion,66,QUOD PER RATIONALEM MENTEM MAXIME ACCEDATUR AD COGNOSCENDUM SUMMAM,"omnis essentia, in quantum est, in tantum sit summae similis essentiae",Romans,1,20,"Invisibilia enim ipsius, a creatura mundi, per ea quae facta sunt, intellecta, conspiciuntur: sempiterna quoque ejus virtus, et divinitas: ita ut sint inexcusabiles.",llm,thematic_echo,0,high,"The idea that every created essence, insofar as it exists, reflects the supreme essence parallels Romans 1:20, which teaches that God’s invisible qualities are clearly seen in what has been made.",0.0429,True,
Monologion,67,QUOD MENS IPSA SPECULUM EIUS ET IMAGO EIUS SIT.,"in quo speculetur ut ita dicam imaginem eius, quam ""facie ad faciem"" uidere nequit.",1 Corinthians,13,12,Videmus nunc per speculum in aenigmate: tunc autem facie ad faciem. Nunc cognosco ex parte: tunc autem cognoscam sicut et cognitus sum.,llm,direct_quote,0,high,"Anselm reproduces the Pauline image of seeing “through a glass, darkly” and then “face to face” (Vulgate: “per speculum in tenebris videmus, sed tunc facie ad faciem”).",0.0811,True,
Monologion,68,QUOD RATIONALIS CREATURA AD AMANDUM ILLAM FACTA SIT.,"ut summam essentiam amet super omnia bona, sicut ipsa est summum bonum",Deuteronomy,6,5,"Diliges Dominum Deum tuum ex toto corde tuo, et ex tota anima tua, et ex tota fortitudine tua.",llm,thematic_echo,0,high,"The passage’s claim that the rational creature must love the supreme good mirrors the biblical command to love God with all one’s heart, soul, and strength (Deut 6:5; cf. Mark 12:30).",0.0069,True,
Monologion,69,QUOD ANIMA SEMPER ILLAM AMANS ALIQUANDO VERE BEATE VIVAT.,sine fine amet,1 Corinthians,13,8,"Caritas numquam excidit: sive prophetiae evacuabuntur, sive linguae cessabunt, sive scientia destruetur.",llm,paraphrase,0,high,"Paraphrases the famous line “caritas numquam peribit” (love never fails), i.e., love without end.",0.0066,True,
Monologion,70,QUOD ILLA SE AMANTI SEIPSAM RETRIBUET.,"Ut quod “nunc” uidet quasi “per speculum et in aenigmate, tunc” uideat “facie ad faciem”.",1 Corinthians,13,12,Videmus nunc per speculum in aenigmate: tunc autem facie ad faciem. Nunc cognosco ex parte: tunc autem cognoscam sicut et cognitus sum.,llm,direct_quote,0,high,"Anselm reproduces verbatim the Vulgate wording of 1 Cor 13:12 (""nunc per speculum in aenigmate videmus, tunc autem facie ad faciem"").",0.0582,True,
Monologion,74,QUOD NULLA ANIMA INIUSTE PRIVETUR SUMMO BONO; ET QUOD OMNINO AD,"et ad idem ipsum bonum est omni homini toto corde, tote anima, tote mente amando et desiderando nitendum.",Deuteronomy,6,5,"Diliges Dominum Deum tuum ex toto corde tuo, et ex tota anima tua, et ex tota fortitudine tua.",llm,paraphrase,0,high,"Anselm echoes the Vulgate Shema (Deut 6:5) – “Diliges Dominum Deum tuum ex toto corde tuo, et ex tota anima tua, et ex omnibus cogitationibus tuis” – by substituting “mente” for “cogitationibus” and extending the command to the love of the highest good.",0.0465,True,
Monologion,77,QUOD IN PATREM ET FILIUM ET EORUM SPIRITUM PARITER ET IN SINGULOS,Credendum igitur est pariter in patrem et filium et eorum spiritum,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,paraphrase,0,high,"Anselm’s formula mirrors the Trinitarian baptismal command “in nomine Patris et Filii et Spiritus Sancti,” substituting “in patrem et filium et eorum spiritum” for the Vulgate wording.",0.0455,True,
Monologion,77,QUOD IN PATREM ET FILIUM ET EORUM SPIRITUM PARITER ET IN SINGULOS,simul pater et filius cum suo spiritu sunt una eademque summa essentia,John,10,30,Ego et Pater unum sumus.,llm,thematic_echo,0,high,"The claim that the Father, Son, and Spirit are “una eademque summa essentia” echoes John 10:30’s declaration “Ego et Pater unum sumus,” extending the unity to the Holy Spirit.",0.0345,True,
Monologion,77,QUOD IN PATREM ET FILIUM ET EORUM SPIRITUM PARITER ET IN SINGULOS,sicut in illam tendere nisi credat illam nullus potest,Hebrews,11,6,"Sine fide autem impossibile est placere Deo. Credere enim oportet accedentem ad Deum quia est, et inquirentibus se remunerator sit.",llm,paraphrase,0,high,The clause “nullus potest … credere” directly reflects Hebrews 11:6’s statement that “without faith it is impossible to please God.”,0.0725,True,
Monologion,78,QUAE SIT VIVA ET QUAE MORTUA FIDES.,"inutilis erit fides et quasi mortuum aliquid, nisi dilectione ualeat et uiuat.",James,2,17,"Sic et fides, si non habeat opera, mortua est in semetipsa.",llm,paraphrase,0,high,"Anselm’s statement that faith is useless and “as if dead” without love mirrors the Vulgate James 2:17: “Sic et fides, si non habet opera, mortua est in semetipsis.” The structure and idea are the same, though Anselm replaces “works” with “love.”",0.0583,True,
Monologion,79,QUID TRES SUMMA ESSENTIA QUODAMMODO DICI POSSIT.,trinitatem propter patrem et filium et utriusque spiritum,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,paraphrase,0,high,"Anselm re‑states the baptismal formula of Matthew 28:19, where Christ commands baptism ""in the name of the Father, and of the Son, and of the Holy Spirit"".",0.0309,True,
Monologion,80,QUOD IPSA DOMINETUR OMNIBUS ET REGAT OMNIA ET SIT SOLUS DEUS.,"cum ille solus sit, per quem cuilibet et sine quo nulli bene est",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",ngram+llm,paraphrase,0,high,"Anselm’s phrasing parallels John 1:3’s claim that without Him nothing was made that has been made, emphasizing God’s unique role as the source of all good.",0.0545,True,
Monologion,80,QUOD IPSA DOMINETUR OMNIBUS ET REGAT OMNIA ET SIT SOLUS DEUS.,omnia per summe bonam summeque sapientem omnipotentiam eius facta sunt et uigent,Colossians,1,16,"quoniam in ipso condita sunt universa in caelis, et in terra, visibilia, et invisibilia, sive throni, sive dominationes, sive principatus, sive potestates: omnia per ipsum et in ipso creata sunt:",llm,paraphrase,0,high,"The clause mirrors Colossians 1:16 (""per quem omnia facta sunt, quae in caelis et in terra sunt, visibiles et invisibiles""), echoing the idea that everything exists through God’s supreme goodness and wisdom.",0.0341,True,
Monologion,80,QUOD IPSA DOMINETUR OMNIBUS ET REGAT OMNIA ET SIT SOLUS DEUS.,ineffabiliter trinus et unus,Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,thematic_echo,0,high,"Anselm’s description of God as “ineffably three and one” reflects the Trinitarian baptismal formula of Matthew 28:19, which names the Father, Son, and Holy Spirit as a single divine reality.",0.0233,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"domine, obliuisceris"" nos, ""usquequo auertis faciem tuam"" a nobis? Quando respicies",Psalms,12,1,"In finem. Psalmus David. [Usquequo, Domine, oblivisceris me in finem? usquequo avertis faciem tuam a me?",ngram,direct_quote,2,,,0.021,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"quae te iuuent ad quaerendum eum, et ""clauso ostio"" quaere",1 Samuel,23,25,"Ivit ergo Saul et socii ejus ad quaerendum eum. Et nuntiatum est David: statimque descendit ad petram, et versabatur in deserto Maon: quod cum audisset Saul, persecutus est David in deserto Maon.",ngram,direct_quote,1,,,0.0205,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"Eia nunc ergo tu, domine deus meus, doce cor meum",Psalms,39,6,"Multa fecisti tu, Domine Deus meus, mirabilia tua; et cogitationibus tuis non est qui similis sit tibi. Annuntiavi et locutus sum: multiplicati sunt super numerum.",ngram,direct_quote,1,,,0.0345,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"ignorat uultum tuum. Domine, deus meus es, et dominus meus",Isaiah,25,1,"Domine, Deus meus es tu; exaltabo te, et confitebor nomini tuo: quoniam fecisti mirabilia, cogitationes antiquas fideles. Amen.",ngram,direct_quote,1,,,0.0183,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"et cogor rugire ""a gemitu cordis mei"". Sperabatur laetitia, et",Psalms,37,9,"Afflictus sum, et humiliatus sum nimis; rugiebam a gemitu cordis mei.",ngram,direct_quote,1,,,0.0163,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"obliuisceris"" nos, ""usquequo auertis faciem tuam"" a nobis? Quando respicies",Psalms,87,15,"Ut quid, Domine, repellis orationem meam; avertis faciem tuam a me?",ngram,direct_quote,1,,,0.0186,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"nos, ""usquequo auertis faciem tuam"" a nobis? Quando respicies et",Isaiah,64,7,"Non est qui invocet nomen tuum; qui consurgat, et teneat te. Abscondisti faciem tuam a nobis, et allisisti nos in manu iniquitatis nostrae.",ngram,direct_quote,1,,,0.0276,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"Restitue te nobis, ut bene sit nobis, sine quo tam",Deuteronomy,6,24,"Praecepitque nobis Dominus ut faciamus omnia legitima haec, et timeamus Dominum Deum nostrum, ut bene sit nobis cunctis diebus vitae nostrae, sicut est hodie.",ngram,direct_quote,1,,,0.0228,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"Restitue te nobis, ut bene sit nobis, sine quo tam",Jeremiah,42,6,"sive bonum est, sive malum, voci Domini Dei nostri, ad quem mittimus te, obediemus, ut bene sit nobis cum audierimus vocem Domini Dei nostri.",ngram,direct_quote,1,,,0.0253,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"meum"" obuoluunt me, ""et sicut onus graue"" grauant me. Euolue",Psalms,37,5,"quoniam iniquitates meae supergressae sunt caput meum, et sicut onus grave gravatae sunt super me.",ngram,direct_quote,1,,,0.0256,True,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,Manducabat tunc homo panem angelorum,Psalmus,78,25,,llm,direct_quote,0,high,Exact wording of the Vulgate Psalm 78:25 “Manducavit panem angelorum”.,0.0,False,
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"Domine, si hic non es, ubi te quaeram absentem? Si autem ubique es, cur non uideo praesentem?",Psalmus,139,7,,llm,thematic_echo,0,high,Reflects Psalm 139:7‑10 which speak of God’s omnipresence – “Where can I flee from your spirit?”,0.0,False,
Proslogion,2,QUOD VERE SIT DEUS.,"talis natura, quia ""dixit insipiens in corde quo: non est",Psalms,13,1,"In finem. Psalmus David. [Dixit insipiens in corde suo: Non est Deus. Corrupti sunt, et abominabiles facti sunt in studiis suis; non est qui faciat bonum, non est usque ad unum.",ngram,direct_quote,1,,,0.0918,True,
Proslogion,2,QUOD VERE SIT DEUS.,"talis natura, quia ""dixit insipiens in corde quo: non est",Psalms,52,1,"In finem, pro Maeleth intelligentiae David. [Dixit insipiens in corde suo: Non est Deus.",ngram,direct_quote,1,,,0.0787,True,
Proslogion,2,QUOD VERE SIT DEUS.,dixit insipiens in corde quo: non est deus,Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,direct_quote,0,high,Anselm reproduces the opening line of Psalm 14 (also Psalm 53) in the Vulgate: “Dixit insipiens in corde suo: Non est Deus.”,0.0215,True,
Proslogion,3,QUOD NON POSSIT COGITARI NON ESSE.,"esse. Cur itaque ""dixit insipiens in corde quo: non est",Psalms,13,1,"In finem. Psalmus David. [Dixit insipiens in corde suo: Non est Deus. Corrupti sunt, et abominabiles facti sunt in studiis suis; non est qui faciat bonum, non est usque ad unum.",ngram,direct_quote,1,,,0.0833,True,
Proslogion,3,QUOD NON POSSIT COGITARI NON ESSE.,"esse. Cur itaque ""dixit insipiens in corde quo: non est",Psalms,52,1,"In finem, pro Maeleth intelligentiae David. [Dixit insipiens in corde suo: Non est Deus.",ngram,direct_quote,1,,,0.0814,True,
Proslogion,3,QUOD NON POSSIT COGITARI NON ESSE.,"Cur itaque ""dixit insipiens in corde quo: non est deus""",Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,direct_quote,0,high,"Anselm reproduces verbatim the Vulgate wording of Psalm 14:1 (also Psalm 53:1), which reads “Dixit insipiens in corde suo: Non est Deus.”",0.0222,True,
Proslogion,7,"QUOMODO SIT OMNIPOTENS, CUM MULTA NON POSSIT.","omnipotens ... si omnia non poses? ... nihil potes per impotentiam, et nihil potest contra te.",Luke,1,37,quia non erit impossibile apud Deum omne verbum.,llm,thematic_echo,0,high,Anselm’s discussion of God’s ability to do all things and the impossibility of acting through impotence echoes Luke 1:37 – “Quia non est quod impossibile sit apud Deum” (“Nothing is impossible for God”).,0.0159,True,
Proslogion,7,"QUOMODO SIT OMNIPOTENS, CUM MULTA NON POSSIT.",nihil potest contra te.,Romans,8,31,"Quid ergo dicemus ad haec? si Deus pro nobis, qui contra nos?",llm,thematic_echo,0,high,"The claim that nothing can be against God parallels Romans 8:31 – “Si Deus pro nobis, quis contra nos?” (“If God is for us, who can be against us?”).",0.056,True,
Proslogion,9,QUOMODO TOTUS IUSTUS ET SUMME IUSTUS PARCAT MALIS; ET QUOD IUSTE,"omnem intellectum excedis, ueniat super me misericordia illa, quae de",Psalms,118,41,"Et veniat super me misericordia tua, Domine; salutare tuum secundum eloquium tuum.",ngram,direct_quote,1,,,0.0298,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","""IUSTUS DOMINUS IN OMNIBUS VIIS SUIS"". Sed numquid etiam non est iustum secundum te, domine, ut malos punias? Iustum quippe est te sic esse iustum, ut iustior nequeas cogitari. Quod nequaquam esses, si tantum bonis bona, et non malis mala redderes. Iustior enim est qui et bonis et malis, quam qui bonis tantum merita retribuit. Iustum igitur est secundum te, iuste et benigne deus, et cum s punis et cum parcis. Vere igitur ""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus dominus in omnibus uiis suis"". Et utique sine repugnantia;",Psalms,144,17,"Justus Dominus in omnibus viis suis, et sanctus in omnibus operibus suis.",ngram,direct_quote,7,,,0.0593,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","""IUSTUS DOMINUS IN OMNIBUS VIIS SUIS"". Sed numquid etiam non est iustum secundum te, domine, ut malos punias? Iustum quippe est te sic esse iustum, ut iustior nequeas cogitari. Quod nequaquam esses, si tantum bonis bona, et non malis mala redderes. Iustior enim est qui et bonis et malis, quam qui bonis tantum merita retribuit. Iustum igitur est secundum te, iuste et benigne deus, et cum s punis et cum parcis. Vere igitur ""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus dominus in omnibus uiis suis"". Et utique sine",James,1,8,Vir duplex animo inconstans est in omnibus viis suis.,ngram,direct_quote,2,,,0.0417,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","Vere igitur ""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus",Psalms,24,10,"Universae viae Domini, misericordia et veritas, requirentibus testamentum ejus et testimonia ejus.",ngram,direct_quote,2,,,0.0413,True,
